,2020_NI,2021_NI,2022_NI,2023_NI,2024_NI
PI,-51923000.0,-51260000.0,-24301000.0,-43366000.0,
PII,124800000.0,493900000.0,447100000.0,502800000.0,
PINC,130364000.0,287522000.0,265867000.0,175026000.0,
PINS,-128323000.0,316438000.0,-96047000.0,-35610000.0,
PJT,117549000.0,106168000.0,90534000.0,81799000.0,
PK,-1440000000.0,-459000000.0,162000000.0,97000000.0,
PKBK,28428000.0,40760000.0,41823000.0,28462000.0,
PKE,,4864000.0,8464000.0,10731000.0,
PKG,461000000.0,841100000.0,1029800000.0,765200000.0,
PKOH,-4500000.0,-24800000.0,-14200000.0,7800000.0,
PLAB,33820000.0,55449000.0,118786000.0,125485000.0,
PLAY,,-206974000.0,108700000.0,137100000.0,126900000.0
PLBC,14475000.0,21009000.0,26444000.0,29776000.0,
PLCE,,-140365000.0,187171000.0,-1138000.0,
PLD,1481814000.0,2939723000.0,3364856000.0,3059214000.0,
PLNT,-14991000.0,42774000.0,99402000.0,138313000.0,
PLOW,-86553000.0,30691000.0,38609000.0,23723000.0,
PLPC,29803000.0,35729000.0,54395000.0,63332000.0,
PLSE,-49851000.0,-63660000.0,-58505000.0,-42210000.0,
PLUG,-596155000.0,-459965000.0,-724008000.0,-1368833000.0,
PLUS,,74397000.0,105600000.0,119356000.0,
PLXS,117479000.0,138912000.0,138243000.0,139094000.0,
PLYA,-262370000.0,-89682000.0,56706000.0,53852000.0,
PLYM,-13813000.0,-15008000.0,-16886000.0,13660000.0,
PM,8056000000.0,9109000000.0,9048000000.0,7813000000.0,
PMD,-3859000.0,-665000.0,-1084000.0,-4154000.0,
PMT,52373000.0,56854000.0,-73287000.0,199654000.0,
PMTS,16129000.0,15941000.0,36540000.0,23985000.0,
PNBK,-3819000.0,5094000.0,6161000.0,-4179000.0,
PNC,7517000000.0,5674000000.0,6041000000.0,5578000000.0,
PNFP,312321000.0,527323000.0,560742000.0,562152000.0,
PNM,173303000.0,196357000.0,170058000.0,88346000.0,
PNR,358600000.0,553000000.0,480900000.0,622700000.0,
PNRG,-2316000.0,2098000.0,48664000.0,28103000.0,
PNW,550559000.0,618720000.0,483602000.0,501557000.0,
PODD,6800000.0,16800000.0,4600000.0,206300000.0,
POL,-21568000.0,-7582000.0,-125965000.0,,
POOL,366738000.0,650624000.0,748462000.0,523229000.0,
POR,155000000.0,244000000.0,233000000.0,228000000.0,
POST,800000.0,166700000.0,756600000.0,301300000.0,
POWI,71176000.0,164413000.0,170851000.0,55735000.0,
POWL,16660000.0,631000.0,13737000.0,54525000.0,
PPBI,60351000.0,339889000.0,283743000.0,30852000.0,
PPC,94757000.0,31000000.0,745930000.0,321574000.0,
PPG,1059000000.0,1439000000.0,1026000000.0,1270000000.0,
PPIH,,-7642000.0,6062000.0,5945000.0,10471000.0
PPL,1469000000.0,-1480000000.0,756000000.0,740000000.0,
PPSI,-2986000.0,-2167000.0,-3638000.0,,
PRA,-175727000.0,144124000.0,-402000.0,-38604000.0,
PRAA,149339000.0,183158000.0,117147000.0,-83477000.0,
PRFT,30181000.0,52091000.0,104392000.0,98933000.0,
PRGO,-162600000.0,-68900000.0,-140600000.0,-12700000.0,
PRGS,79722000.0,78420000.0,95069000.0,70197000.0,
PRI,386164000.0,477362000.0,472068000.0,576601000.0,
PRIM,104983000.0,115739000.0,133021000.0,126145000.0,
PRK,127923000.0,153945000.0,148351000.0,126734000.0,
PRLB,50867000.0,33372000.0,-103462000.0,17220000.0,
PRMW,-131700000.0,-3200000.0,29600000.0,238100000.0,
PRO,-76984000.0,-81209000.0,-82246000.0,-56354000.0,
PROV,7689000.0,7561000.0,9093000.0,8592000.0,
PRPH,-2125000.0,6273000.0,18463000.0,-16782000.0,
PRTA,-111144000.0,66975000.0,-116949000.0,-147028000.0,
PRTS,-1584000.0,-10339000.0,-951000.0,-8223000.0,
PRU,-374000000.0,8868000000.0,-1647000000.0,2488000000.0,
PSA,1357213000.0,1953263000.0,4349147000.0,2148327000.0,
PSMT,78109000.0,97963000.0,104534000.0,109205000.0,
PSN,98541000.0,64072000.0,96664000.0,161149000.0,
PSTG,,-282076000.0,-143259000.0,73071000.0,61311000.0
PSX,-3975000000.0,1315000000.0,11024000000.0,7015000000.0,
PTC,130695000.0,476923000.0,313081000.0,245540000.0,
PTCT,-438160000.0,-523901000.0,-559017000.0,-626604000.0,
PTEN,-803692000.0,-654545000.0,154658000.0,246292000.0,
PTGX,-66150000.0,-125551000.0,-127393000.0,-78955000.0,
PTN,-22426023.0,-33596495.0,-36198299.0,-27541887.0,
PTSI,17827000.0,76516000.0,90672000.0,18416000.0,
PULM,-19308000.0,-20171000.0,-18836000.0,-14121000.0,
PUMP,-107020000.0,-54185000.0,2030000.0,85634000.0,
PVBC,11985000.0,16139000.0,-21468000.0,10954000.0,
PVH,,-1136100000.0,952300000.0,200400000.0,663600000.0
PW,2171874.0,5144490.0,-14253483.0,,
PWOD,15206000.0,16033000.0,17422000.0,16608000.0,
PWR,445596000.0,485956000.0,491189000.0,744689000.0,
PXD,-200000000.0,2118000000.0,7845000000.0,4894000000.0,
PXLW,-26529000.0,-19821000.0,-16030000.0,-26176000.0,
PYPL,4202000000.0,4169000000.0,2419000000.0,4246000000.0,
PZG,-6430141.0,-5903618.0,-7837316.0,-6450531.0,
PZZA,57932000.0,120016000.0,67772000.0,82098000.0,
QCOM,5198000000.0,9043000000.0,12936000000.0,7232000000.0,
QCRH,60582000.0,98905000.0,99066000.0,113558000.0,
QDEL,810287000.0,704200000.0,548700000.0,-10100000.0,
QLYS,91572000.0,70960000.0,107992000.0,151595000.0,
QNST,18102000.0,23555000.0,-5248000.0,-68866000.0,
QRHC,1034369.0,1691057.0,-6047986.0,-7291285.0,
QRTEA,1196000000.0,340000000.0,-2594000000.0,-145000000.0,
QRVO,,733611000.0,1033353000.0,103152000.0,
QTRX,-31530000.0,-57688000.0,-96700000.0,-32334000.0,
QTWO,-137620000.0,-112746000.0,-108983000.0,-65384000.0,
QUAD,-128300000.0,37800000.0,9300000.0,-55400000.0,
QUIK,-11151000.0,-6616000.0,-4267000.0,-263000.0,
R,-122000000.0,519000000.0,867000000.0,406000000.0,
RAIL,-84443000.0,-41447000.0,-38847000.0,-23589000.0,
RAMP,,-90268000.0,-33833000.0,-118702000.0,
RARE,-186566000.0,-454025000.0,-707421000.0,-606639000.0,
RAVE,-4233000.0,1520000.0,8022000.0,1613000.0,
RBB,32928000.0,56906000.0,64327000.0,42465000.0,
RBBN,88591000.0,-177185000.0,-98083000.0,-66206000.0,
RBC,,90100000.0,54700000.0,166700000.0,
RBCAA,83246000.0,87611000.0,91106000.0,90374000.0,
RBCN,-1063000.0,-730000.0,935000.0,-15000.0,
RC,44870000.0,157744000.0,194263000.0,339451000.0,
RCKT,-139700000.0,-169069000.0,-221863000.0,-245595000.0,
RCKY,20964000.0,20559000.0,20465000.0,10426000.0,
RCL,-5797462000.0,-5260000000.0,-2156000000.0,1697000000.0,
RCM,115200000.0,87300000.0,-63300000.0,3300000.0,
RCMT,-8869000.0,10989000.0,20889000.0,16831000.0,
RCUS,-123000000.0,53000000.0,-267000000.0,-307000000.0,
RDFN,-18527000.0,-109613000.0,-321143000.0,-130026000.0,
RDI,-65200000.0,31921000.0,-36184000.0,-30673000.0,
RDN,393626000.0,600671000.0,742934000.0,603119000.0,
RDNT,-14840000.0,24727000.0,10650000.0,3044000.0,
RDUS,-4145000.0,165112000.0,168800000.0,-25791000.0,
RDVT,-6813000.0,655000.0,616000.0,13529000.0,
REED,-10177000.0,-16402000.0,-20057000.0,-15523000.0,
REFR,-2340864.0,-1846352.0,-2669349.0,-1908364.0,
REG,44889000.0,361411000.0,482865000.0,364557000.0,
REGI,122813000.0,213819000.0,,,
REGN,3513200000.0,8075300000.0,4338400000.0,3953600000.0,
REI,-253411828.0,3322892.0,138635025.0,104864641.0,
RELL,-1838000.0,1655000.0,17927000.0,22333000.0,
REPL,,-80870000.0,-118036000.0,-174284000.0,
RES,-212192000.0,7217000.0,218363000.0,195113000.0,
REVG,-30500000.0,44400000.0,15200000.0,45300000.0,
REX,,3001000.0,52364000.0,27697000.0,60935000.0
REXR,76403000.0,128241000.0,167584000.0,238016000.0,
REZI,37000000.0,242000000.0,283000000.0,210000000.0,
RF,1094000000.0,2521000000.0,2245000000.0,2074000000.0,
RFIL,-81000.0,6181000.0,1448000.0,-3078000.0,
RFL,-10415000.0,-24544000.0,-124658000.0,-1876000.0,
RGA,415000000.0,1170000000.0,517000000.0,902000000.0,
RGCO,10564534.0,10102062.0,-31732602.0,11299282.0,
RGEN,59926000.0,128291000.0,185959000.0,41577000.0,
RGLD,199343000.0,302532000.0,238982000.0,239440000.0,
RGLS,-15730000.0,-27808000.0,-28323000.0,-30037000.0,
RGNX,-111250000.0,127840000.0,-280321000.0,-263494000.0,
RGR,90398000.0,155899000.0,88332000.0,48215000.0,
RGS,-171362000.0,-113331000.0,-85857000.0,-7385000.0,
RH,,271815000.0,688546000.0,528642000.0,127561000.0
RHE,-688000.0,-1182000.0,-6867000.0,-3888000.0,
RHI,306276000.0,598626000.0,657919000.0,411146000.0,
RHP,-417391000.0,-176966000.0,128993000.0,311217000.0,
RIBT,-11730000.0,-8949000.0,-7858000.0,,
RICK,-6085000.0,30336000.0,46041000.0,29246000.0,
RIG,-567000000.0,-592000000.0,-621000000.0,-954000000.0,
RIGL,-29744000.0,-17914000.0,-58573000.0,-25091000.0,
RILY,205148000.0,445054000.0,-159829000.0,-99910000.0,
RIOT,-14114000.0,-15437000.0,-509553000.0,-49472000.0,
RJF,818000000.0,1403000000.0,1509000000.0,1739000000.0,
RKDA,-4655000.0,-14660000.0,-15376000.0,-13981000.0,
RL,,-121100000.0,600100000.0,522700000.0,
RLGT,10541000.0,23110000.0,44464000.0,20595000.0,
RLI,157091000.0,279354000.0,583411000.0,304611000.0,
RLJ,-404441000.0,-305168000.0,41925000.0,76405000.0,
RM,26730000.0,88687000.0,51224000.0,15958000.0,
RMAX,11250000.0,-15616000.0,6110000.0,-69022000.0,
RMBS,-40471000.0,18334000.0,-14310000.0,333904000.0,
RMCF,,-899777.0,-341697.0,-5680778.0,
RMD,621674000.0,474505000.0,779437000.0,897556000.0,
RMR,28792000.0,35696000.0,34004000.0,57147000.0,
RMTI,-30890000.0,-32674000.0,-18679000.0,-8439000.0,
RNG,-82996000.0,-376250000.0,-879166000.0,-165240000.0,
RNR,762405000.0,-40155000.0,-1061203000.0,2561132000.0,
RNST,83651000.0,175892000.0,166068000.0,144678000.0,
ROCK,64566000.0,75629000.0,82406000.0,110533000.0,
ROG,49990000.0,108100000.0,116600000.0,56600000.0,
ROIC,32014000.0,53508000.0,51869000.0,34534000.0,
ROK,1023400000.0,1344300000.0,919100000.0,1278000000.0,
ROKU,-17507000.0,242385000.0,-498005000.0,-709561000.0,
ROL,266756000.0,356565000.0,368599000.0,434957000.0,
ROP,949700000.0,1152600000.0,4544700000.0,1384200000.0,
ROST,,85382000.0,1722589000.0,1512041000.0,1874520000.0
RPD,-98849000.0,-146334000.0,-124717000.0,-149260000.0,
RPM,304385000.0,502643000.0,491481000.0,478691000.0,
RRC,-711777000.0,411778000.0,1183370000.0,871142000.0,
RRGB,-276068000.0,-50443000.0,-78883000.0,-21228000.0,
RRR,-150397000.0,241850000.0,205457000.0,176004000.0,
RS,369100000.0,1413000000.0,1840100000.0,1335900000.0,
RSG,967200000.0,1290400000.0,1487600000.0,1731000000.0,
RUN,-173394000.0,-79423000.0,173377000.0,-1604497000.0,
RUSHA,114887000.0,241415000.0,391382000.0,347055000.0,
RUSHB,114887000.0,241415000.0,391382000.0,347055000.0,
RVNC,-282089000.0,-281310000.0,-356422000.0,-323986000.0,
RVP,24223013.0,56064241.0,5078557.0,-7011036.0,
RVSB,,10472000.0,21820000.0,18069000.0,
RWT,-581847000.0,319613000.0,-163520000.0,-2274000.0,
RYAM,555000.0,66414000.0,-14919000.0,-101835000.0,
RYI,-65800000.0,294300000.0,391000000.0,145700000.0,
RYN,37084000.0,152550000.0,107077000.0,173493000.0,
RYTM,-133996000.0,-69612000.0,-181119000.0,-184678000.0,
SABR,-1282339000.0,-928469000.0,-435448000.0,-527608000.0,
SACH,8993865.0,13318696.0,20908651.0,15899153.0,
SAFE,59294000.0,73123000.0,135423000.0,-54973000.0,
SAFT,138211000.0,130710000.0,46561000.0,18875000.0,
SAGE,606073000.0,-457892000.0,-532784000.0,-541489000.0,
SAH,-51400000.0,348900000.0,88500000.0,178200000.0,
SAIA,138340000.0,253235000.0,357422000.0,354857000.0,
SAIC,,209000000.0,277000000.0,300000000.0,477000000.0
SALM,-54062000.0,41514000.0,-3236000.0,,
SAM,191960000.0,14553000.0,67263000.0,76250000.0,
SAMG,9960000.0,14693000.0,18828000.0,9094000.0,
SANM,133169000.0,249546000.0,240384000.0,309970000.0,
SANW,-19674324.0,-19170967.0,-36395350.0,14410078.0,
SASR,96953000.0,235107000.0,166299000.0,122844000.0,
SATS,-40150000.0,2486285000.0,2477720000.0,-1702057000.0,
SAVE,-428700000.0,-472569000.0,-554150000.0,-447464000.0,
SBAC,24104000.0,237624000.0,461429000.0,501812000.0,
SBCF,77764000.0,124403000.0,106507000.0,104033000.0,
SBFG,14944000.0,18277000.0,12521000.0,12095000.0,
SBGI,-2414000000.0,-414000000.0,2652000000.0,-291000000.0,
SBH,113245000.0,239858000.0,183553000.0,184600000.0,
SBNY,528359000.0,918441000.0,1337049000.0,,
SBOW,-309382000.0,86759000.0,340437000.0,297716000.0,
SBRA,138417000.0,-113256000.0,-77605000.0,13756000.0,
SBSI,82153000.0,113401000.0,105020000.0,86692000.0,
SBT,-12967000.0,23390000.0,-14194000.0,7413000.0,
SBUX,928300000.0,4199300000.0,3281600000.0,4124500000.0,
SCHL,-43800000.0,-11000000.0,80900000.0,86300000.0,
SCHW,3299000000.0,5855000000.0,7183000000.0,5067000000.0,
SCI,515907000.0,802939000.0,565338000.0,537317000.0,
SCL,126770000.0,137804000.0,147153000.0,40204000.0,
SCOR,-47918000.0,-50037000.0,-66561000.0,-79361000.0,
SCS,,26100000.0,4000000.0,35300000.0,81100000.0
SCSC,-192654000.0,10795000.0,88798000.0,89809000.0,
SCVL,,15991000.0,154881000.0,110068000.0,73348000.0
SCWX,,-21902000.0,-39791000.0,-114499000.0,-86042000.0
SCX,-21839000.0,15533000.0,14878000.0,23088000.0,
SCYX,-55185000.0,-32866000.0,-62809000.0,67041000.0,
SD,-277353000.0,116738000.0,242168000.0,60857000.0,
SDPI,-3429874.0,-529801.0,1065157.0,7436045.0,
SEAC,,-21759000.0,-7430000.0,-11404000.0,
SEB,283000000.0,570000000.0,580000000.0,226000000.0,
SEDG,140322000.0,169170000.0,93779000.0,34329000.0,
SEE,502900000.0,506800000.0,491600000.0,341600000.0,
SEIC,447286000.0,546593000.0,475467000.0,462258000.0,
SELF,274341.0,3281251.0,2057723.0,2938769.0,
SEM,258995000.0,402225000.0,158994000.0,243491000.0,
SENEA,,126100000.0,46200000.0,9231000.0,
SENEB,,126100000.0,46200000.0,9231000.0,
SENS,-175168000.0,-302474000.0,142119000.0,-60392000.0,
SF,503472000.0,824858000.0,662155000.0,522536000.0,
SFBC,8937000.0,9156000.0,8804000.0,7439000.0,
SFBS,169569000.0,207734000.0,251504000.0,206853000.0,
SFIX,-67117000.0,-8876000.0,-207121000.0,-171973000.0,
SFM,287450000.0,244157000.0,261164000.0,258856000.0,
SFNC,254904000.0,271156000.0,256412000.0,175057000.0,
SFST,18328000.0,46711000.0,29115000.0,13426000.0,
SGA,-1913000.0,11157000.0,9202000.0,9500000.0,
SGC,41026000.0,29440000.0,-31970000.0,8772000.0,
SGH,-1143000.0,21310000.0,66557000.0,-187526000.0,
SGMA,,1541019.0,9864168.0,-20575385.0,
SGMO,-120996000.0,-178286000.0,-192278000.0,-257831000.0,
SGRP,3367000.0,-1779000.0,-732000.0,,
SGRY,-116100000.0,-70900000.0,-54600000.0,-11900000.0,
SHAK,-42158000.0,-4561000.0,-21229000.0,20264000.0,
SHBI,15730000.0,15368000.0,31177000.0,11228000.0,
SHEN,125673000.0,998831000.0,-8379000.0,8038000.0,
SHO,-404689000.0,34298000.0,87289000.0,206708000.0,
SHOO,-18397000.0,190678000.0,216061000.0,171554000.0,
SHW,2030400000.0,1864400000.0,2020100000.0,2388800000.0,
SIBN,-43697000.0,-56572000.0,-61256000.0,-43336000.0,
SIEB,2975000.0,5063000.0,-1990000.0,,
SIF,9191000.0,-743000.0,-9640000.0,-8692000.0,
SIG,,-15200000.0,769900000.0,376700000.0,810400000.0
SIGA,56342010.0,69450766.0,33904806.0,68068826.0,
SIGI,246355000.0,403837000.0,224886000.0,365238000.0,
SILK,-47365000.0,-49811000.0,-55010000.0,-55743000.0,
SINT,-7029000.0,-9309000.0,-12039000.0,-8259000.0,
SIRI,131000000.0,1314000000.0,1213000000.0,1258000000.0,
SITC,35721000.0,124935000.0,168719000.0,265703000.0,
SITE,121300000.0,238400000.0,245400000.0,173400000.0,
SIX,-423380000.0,127829000.0,101383000.0,38999000.0,
SJM,,876300000.0,631700000.0,-91300000.0,
SJW,61515000.0,60478000.0,73828000.0,84987000.0,
SKT,-36278000.0,9118000.0,82063000.0,99151000.0,
SKX,98564000.0,741503000.0,373028000.0,545799000.0,
SKY,,84899000.0,248044000.0,401802000.0,
SKYW,-8515000.0,111910000.0,72953000.0,34342000.0,
SLAB,12531000.0,2117399000.0,91402000.0,-34516000.0,
SLB,-10518000000.0,1881000000.0,3441000000.0,4203000000.0,
SLCA,-114094000.0,-33761000.0,78176000.0,146925000.0,
SLDB,-88290000.0,-72188000.0,-85981000.0,-96015000.0,
SLG,379802000.0,457059000.0,-71631000.0,-557304000.0,
SLGN,308722000.0,359081000.0,340848000.0,325965000.0,
SLM,880690000.0,1160513000.0,469014000.0,581391000.0,
SLNO,-24639000.0,-30910000.0,-24067000.0,-38988000.0,
SLP,9332000.0,9782000.0,12483000.0,9961000.0,
SLS,-16757000.0,-20699000.0,-41301000.0,-37340000.0,
SM,-764614000.0,36229000.0,1111952000.0,817880000.0,
SMAR,,-114979000.0,-171097000.0,-215639000.0,-104631000.0
SMBC,27545000.0,47180000.0,47169000.0,39237000.0,
SMBK,24332000.0,34790000.0,43022000.0,28593000.0,
SMG,387400000.0,512500000.0,-437500000.0,-380100000.0,
SMIT,3880575.0,-8089672.0,-3283776.0,,
SMMF,31326000.0,45738000.0,53216000.0,55239000.0,
SMP,57393000.0,90886000.0,55351000.0,34148000.0,
SMPL,65638000.0,40880000.0,108574000.0,133575000.0,
SMRT,-37109000.0,-71961000.0,-96322000.0,-34587000.0,
SMSI,4165000.0,-31043000.0,-29279000.0,-24396000.0,
SMTC,,59903000.0,125664000.0,61380000.0,-1092030000.0
SNA,627000000.0,820500000.0,911700000.0,1011100000.0,
SNAP,-944839000.0,-487955000.0,-1429653000.0,-1322485000.0,
SNBR,139189000.0,153746000.0,36610000.0,-15287000.0,
SNCR,-10702000.0,-22942000.0,-7916000.0,-54535000.0,
SND,37954000.0,-50674000.0,-703000.0,4649000.0,
SNDR,211700000.0,405400000.0,457800000.0,238500000.0,
SNDX,-73158000.0,24926000.0,-149338000.0,-209360000.0,
SNFCA,55596613.0,39518990.0,25690302.0,14495058.0,
SNOA,,-3950000.0,-5086000.0,-5151000.0,
SNPS,664347000.0,757516000.0,984594000.0,1229888000.0,
SNV,373695000.0,760467000.0,757902000.0,543705000.0,
SNX,529160000.0,395069000.0,651307000.0,626911000.0,
SO,3134000000.0,2408000000.0,3535000000.0,3976000000.0,
SOHO,-49193564.0,-26221474.0,32536521.0,3941421.0,
SOI,-29341000.0,-868000.0,21158000.0,24336000.0,
SON,207463000.0,-85477000.0,466437000.0,474959000.0,
SONO,-20115000.0,158595000.0,67383000.0,-10274000.0,
SP,-172800000.0,31700000.0,45200000.0,31100000.0,
SPB,97800000.0,189600000.0,71600000.0,1801500000.0,
SPG,1112564000.0,2249631000.0,2139535000.0,2283126000.0,
SPGI,2339000000.0,3024000000.0,3248000000.0,2626000000.0,
SPLK,,-907980000.0,-1339097000.0,-277862000.0,
SPOK,-44225000.0,-22180000.0,21856000.0,15666000.0,
SPR,-870300000.0,-540800000.0,-545700000.0,-616200000.0,
SPRO,-78280000.0,-89756000.0,-46415000.0,22806000.0,
SPSC,45586000.0,44597000.0,55134000.0,65824000.0,
SPTN,75914000.0,73751000.0,34518000.0,52237000.0,
SPWH,,91380000.0,108470000.0,40518000.0,-28997000.0
SPWR,472844000.0,-46703000.0,42849000.0,,
SPXC,99000000.0,425400000.0,200000.0,89900000.0,
SQ,213105000.0,166284000.0,-540747000.0,9772000.0,
SR,88600000.0,271700000.0,220800000.0,217500000.0,
SRCE,81437000.0,118534000.0,120509000.0,124927000.0,
SRCL,-57300000.0,-27800000.0,56000000.0,-21400000.0,
SRDX,1123000.0,4237000.0,-27274000.0,-1536000.0,
SRE,3933000000.0,1318000000.0,2139000000.0,3075000000.0,
SRG,-105026000.0,-28149000.0,-73945000.0,,
SRI,-7950000.0,3406000.0,-14056000.0,-5183000.0,
SRNE,-298461000.0,-428325000.0,-572843000.0,,
SRPT,-554128000.0,-418780000.0,-703488000.0,-535977000.0,
SRRK,-86483000.0,-131799000.0,-134502000.0,-165789000.0,
SRTS,-6836000.0,4119000.0,24244000.0,485000.0,
SSB,120632000.0,475543000.0,496049000.0,494308000.0,
SSBI,10517000.0,14698000.0,16968000.0,10822000.0,
SSD,187000000.0,266447000.0,333995000.0,353987000.0,
SSKN,-4412000.0,-2706000.0,-5549000.0,-10830000.0,
SSNC,625200000.0,800000000.0,650200000.0,607100000.0,
SSP,269333000.0,122712000.0,195902000.0,-947784000.0,
SSTI,1225000.0,-4431000.0,6385000.0,,
SSTK,71766000.0,91883000.0,76103000.0,110269000.0,
ST,164286000.0,363580000.0,310685000.0,-3909000.0,
STAA,5913000.0,27511000.0,39665000.0,21347000.0,
STAG,202147000.0,192334000.0,178326000.0,192845000.0,
STBA,21040000.0,110343000.0,135520000.0,144781000.0,
STC,154905000.0,323216000.0,162305000.0,30439000.0,
STCN,-5284000.0,-44391000.0,-10968000.0,15609000.0,
STE,,397400000.0,243888000.0,107030000.0,
STIM,-27453000.0,-31193000.0,-37159000.0,-30189000.0,
STKS,-12825000.0,31348000.0,13534000.0,4718000.0,
STLD,550822000.0,3214066000.0,3862674000.0,2450882000.0,
STRA,86268000.0,55087000.0,46670000.0,69791000.0,
STRL,42306000.0,62645000.0,106461000.0,138655000.0,
STRM,,296000.0,-6542000.0,-11379000.0,
STRS,-22790000.0,57394000.0,90426000.0,-14807000.0,
STRT,-7605000.0,22532000.0,7016000.0,-6670000.0,
STT,2420000000.0,2693000000.0,2774000000.0,1944000000.0,
STWD,331689000.0,447739000.0,871475000.0,339213000.0,
STX,1004000000.0,1314000000.0,1649000000.0,-529000000.0,
STZ,,1998000000.0,-40400000.0,-71000000.0,1727400000.0
SUI,131614000.0,380200000.0,242000000.0,-213300000.0,
SUM,137967000.0,152184000.0,272145000.0,285856000.0,
SUP,-243561000.0,3754000.0,37034000.0,-92852000.0,
SUPN,126950000.0,53424000.0,60711000.0,1316000.0,
SVRA,-49615000.0,-43014000.0,-38150000.0,-54698000.0,
SVT,100000.0,4055000.0,-2117000.0,-10787000.0,
SWAV,-65699000.0,-9136000.0,215996000.0,147278000.0,
SWK,1233800000.0,1689200000.0,1062500000.0,-310500000.0,
SWKS,814800000.0,1498300000.0,1275200000.0,982800000.0,
SWN,-3112000000.0,-25000000.0,1849000000.0,1557000000.0,
SWX,232324000.0,200779000.0,-203290000.0,150889000.0,
SXC,3700000.0,43400000.0,100700000.0,57500000.0,
SXI,20188000.0,36473000.0,61393000.0,138992000.0,
SXT,109472000.0,118745000.0,140887000.0,93394000.0,
SYBT,58869000.0,74645000.0,92972000.0,107748000.0,
SYBX,-59173000.0,-60561000.0,-66147000.0,-57282000.0,
SYF,1385000000.0,4221000000.0,3016000000.0,2238000000.0,
SYK,1599000000.0,1994000000.0,2358000000.0,3165000000.0,
SYNA,118800000.0,79600000.0,257500000.0,73600000.0,
SYPR,1668000.0,2923000.0,-2494000.0,-1596000.0,
SYRS,-84038000.0,-86558000.0,-94654000.0,-164574000.0,
SYY,215475000.0,524209000.0,1358768000.0,1770124000.0,
T,-5176000000.0,20081000000.0,-8524000000.0,14400000000.0,
TACO,-89738000.0,,,,
TACT,-5630000.0,-4041000.0,-5936000.0,4748000.0,
TAIT,1359000.0,2010000.0,3208000.0,1845000.0,
TALO,-465605000.0,-182952000.0,381915000.0,187332000.0,
TAP,-949000000.0,1005700000.0,-175300000.0,948900000.0,
TAST,-29463000.0,-43029000.0,-75572000.0,33796000.0,
TAYD,3029976.0,1062895.0,2239423.0,6287358.0,
TBBK,80084000.0,110653000.0,130213000.0,192296000.0,
TBI,-141841000.0,61634000.0,62273000.0,-14173000.0,
TBIO,-18010000.0,-38958000.0,-48471000.0,-47724000.0,
TBNK,18605000.0,17430000.0,16156000.0,5027000.0,
TBPH,-278017000.0,-199426000.0,872132000.0,-55193000.0,
TCBI,66289000.0,253939000.0,332478000.0,189141000.0,
TCBK,64814000.0,117655000.0,125419000.0,117390000.0,
TCI,6669000.0,9398000.0,468262000.0,5937000.0,
TCMD,-620000.0,-11811000.0,-17866000.0,28515000.0,
TCON,-16775000.0,-28667000.0,-29135000.0,-3588000.0,
TCS,,58283000.0,81718000.0,-158856000.0,
TDC,129000000.0,147000000.0,33000000.0,62000000.0,
TDG,699000000.0,680000000.0,866000000.0,1298000000.0,
TDOC,-485136000.0,-428793000.0,-13659531000.0,-220368000.0,
TDS,226000000.0,156000000.0,62000000.0,-500000000.0,
TDW,-196242000.0,-128969000.0,-21749000.0,97185000.0,
TDY,401900000.0,445300000.0,788600000.0,885700000.0,
TECH,229296000.0,140410000.0,272051000.0,285263000.0,
TEL,-241000000.0,2261000000.0,2428000000.0,1910000000.0,
TELL,-210696000.0,-114738000.0,-49810000.0,-166177000.0,
TENB,-42731000.0,-46677000.0,-92222000.0,-78284000.0,
TENX,-9851391.0,-32474358.0,-11047895.0,-7710673.0,
TER,784147000.0,1014589000.0,715501000.0,448752000.0,
TEX,-10600000.0,220900000.0,300000000.0,518000000.0,
TFSL,83317000.0,81007000.0,74565000.0,75250000.0,
TFX,335324000.0,485374000.0,363139000.0,356328000.0,
TG,-75444000.0,57826000.0,28455000.0,-105905000.0,
TGEN,-6150507.0,3696000.0,-2447927.0,-4598108.0,
TGI,,-450910000.0,-42758000.0,89593000.0,
TGLS,23875000.0,68151000.0,155743000.0,182882000.0,
TGNA,481830000.0,477001000.0,629909000.0,474953000.0,
TGT,,4368000000.0,6946000000.0,2780000000.0,4138000000.0
TGTX,-279381000.0,-348101000.0,-198335000.0,12672000.0,
THC,399000000.0,914000000.0,411000000.0,611000000.0,
THFF,53844000.0,52987000.0,71109000.0,60672000.0,
THG,358700000.0,422800000.0,116000000.0,35300000.0,
THO,222974000.0,659872000.0,1137804000.0,374271000.0,
THR,,877000.0,20092000.0,33666000.0,
THRM,59690000.0,93434000.0,24441000.0,40343000.0,
THS,13800000.0,-12500000.0,-146300000.0,53100000.0,
TILE,-71929000.0,55234000.0,19560000.0,44517000.0,
TIPT,-29158000.0,38132000.0,-8274000.0,13951000.0,
TISI,-237203000.0,-186019000.0,70079000.0,-75722000.0,
TITN,,19356000.0,66047000.0,101868000.0,
TJX,,90000000.0,3283000000.0,3498000000.0,
TKR,284500000.0,369100000.0,407400000.0,394100000.0,
TLF,-4901000.0,1354000.0,1227000.0,3768000.0,
TLYS,,-1145000.0,64249000.0,9677000.0,-34492000.0
TMDX,-28748000.0,-44215000.0,-36231000.0,-25028000.0,
