Ticker,2020_NI,2021_NI,2022_NI,2023_NI,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow
LASR,-20932000.0,-29669000.0,-54579000.0,-41670000.0,-8737000.0,-24910000.0,12909000.0
LAUR,-613331000.0,192446000.0,69573000.0,107590000.0,805777000.0,-122873000.0,38017000.0
LAZ,402461000.0,528064000.0,357517000.0,-75479000.0,125603000.0,-170547000.0,-432996000.0
LBAI,57518000.0,95041000.0,107369000.0,84740000.0,37523000.0,12328000.0,-22629000.0
LBC,39912000.0,87753000.0,80198000.0,,47841000.0,-7555000.0,
LBRDA,398000000.0,732000000.0,1257000000.0,688000000.0,334000000.0,525000000.0,-569000000.0
LBRDK,398000000.0,732000000.0,1257000000.0,688000000.0,334000000.0,525000000.0,-569000000.0
LBRT,-115583000.0,-179244000.0,399602000.0,556317000.0,-63661000.0,578846000.0,156715000.0
LBTYA,-1628000000.0,13426800000.0,1473200000.0,-4051700000.0,15054800000.0,-11953600000.0,-5524900000.0
LBTYK,-1628000000.0,13426800000.0,1473200000.0,-4051700000.0,15054800000.0,-11953600000.0,-5524900000.0
LC,-187538000.0,18580000.0,289685000.0,38939000.0,206118000.0,271105000.0,-250746000.0
LCII,158440000.0,287739000.0,394974000.0,64195000.0,129299000.0,107235000.0,-330779000.0
LCNB,20075000.0,20974000.0,22128000.0,12628000.0,899000.0,1154000.0,-9500000.0
LCUT,-3007000.0,20801000.0,-6166000.0,-8412000.0,23808000.0,-26967000.0,-2246000.0
LDOS,628000000.0,753000000.0,685000000.0,199000000.0,125000000.0,-68000000.0,-486000000.0
LE,,10836000.0,33369000.0,-12530000.0,,22533000.0,-45899000.0
LEA,158500000.0,373900000.0,327700000.0,572500000.0,215400000.0,-46200000.0,244800000.0
LECO,206115000.0,276580000.0,472224000.0,545248000.0,70465000.0,195644000.0,73024000.0
LEE,-1975000.0,22745000.0,-2017000.0,-5267000.0,24720000.0,-24762000.0,-3250000.0
LEG,253000000.0,402400000.0,309800000.0,-136800000.0,149400000.0,-92600000.0,-446600000.0
LEGH,37995000.0,49871000.0,67773000.0,54460000.0,11876000.0,17902000.0,-13313000.0
LEN,2465036000.0,4430111000.0,4614125000.0,3938511000.0,1965075000.0,184014000.0,-675614000.0
LEU,54400000.0,175000000.0,52200000.0,84400000.0,120600000.0,-122800000.0,32200000.0
LEVI,-127141000.0,553541000.0,569100000.0,249600000.0,680682000.0,15559000.0,-319500000.0
LFUS,129986000.0,283806000.0,373306000.0,259485000.0,153820000.0,89500000.0,-113821000.0
LFVN,11549000.0,12894000.0,3120000.0,2540000.0,1345000.0,-9774000.0,-580000.0
LGIH,323895000.0,429645000.0,326567000.0,199227000.0,105750000.0,-103078000.0,-127340000.0
LGL,968000.0,14638000.0,-2992000.0,,13670000.0,-17630000.0,
LGND,-2985000.0,57138000.0,-33361000.0,52154000.0,60123000.0,-90499000.0,85515000.0
LH,1556100000.0,2377300000.0,1279100000.0,418000000.0,821200000.0,-1098200000.0,-861100000.0
LIFE,-16224000.0,-33768000.0,-45338000.0,-50389000.0,-17544000.0,-11570000.0,-5051000.0
LII,356300000.0,464000000.0,497100000.0,590100000.0,107700000.0,33100000.0,93000000.0
LILA,-682200000.0,-440600000.0,-170700000.0,-73600000.0,241600000.0,269900000.0,97100000.0
LILAK,-682200000.0,-440600000.0,-170700000.0,-73600000.0,241600000.0,269900000.0,97100000.0
LIN,2501000000.0,3826000000.0,4147000000.0,6199000000.0,1325000000.0,321000000.0,2052000000.0
LINC,48565000.0,34718000.0,12634000.0,25997000.0,-13847000.0,-22084000.0,13363000.0
LIND,-98737000.0,-119206000.0,-111381000.0,-45610000.0,-20469000.0,7825000.0,65771000.0
LIQT,-9808360.0,-11126960.0,-14169107.0,-8571145.0,-1318600.0,-3042147.0,5597962.0
LITE,135500000.0,397300000.0,198900000.0,-131600000.0,261800000.0,-198400000.0,-330500000.0
LIVE,10927000.0,31197000.0,24741000.0,-102000.0,20270000.0,-6456000.0,-24843000.0
LIVN,-348819000.0,-135818000.0,-86246000.0,17546000.0,213001000.0,49572000.0,103792000.0
LKFN,84337000.0,95733000.0,103817000.0,93767000.0,11396000.0,8084000.0,-10050000.0
LKQ,638423000.0,1091000000.0,1149000000.0,936000000.0,452577000.0,58000000.0,-213000000.0
LL,61427000.0,41698000.0,-12081000.0,-103494000.0,-19729000.0,-53779000.0,-91413000.0
LLY,6193700000.0,5581700000.0,6244800000.0,5240400000.0,-612000000.0,663100000.0,-1004400000.0
LMAT,21220000.0,26907000.0,20636000.0,30105000.0,5687000.0,-6271000.0,9469000.0
LMFA,-4041462.0,4759218.0,-29240201.0,-15944254.0,8800680.0,-33999419.0,13295947.0
LMNR,-16435000.0,-3441000.0,-236000.0,9400000.0,12994000.0,3205000.0,9636000.0
LMT,6833000000.0,6315000000.0,5732000000.0,6920000000.0,-518000000.0,-583000000.0,1188000000.0
LNC,499000000.0,3778000000.0,1358000000.0,-752000000.0,3279000000.0,-2420000000.0,-2110000000.0
LNG,-85000000.0,-2343000000.0,1428000000.0,9881000000.0,-2258000000.0,3771000000.0,8453000000.0
LNN,38629000.0,42572000.0,65469000.0,72379000.0,3943000.0,22897000.0,6910000.0
LNT,624000000.0,674000000.0,686000000.0,703000000.0,50000000.0,12000000.0,17000000.0
LNTH,-13473000.0,-71279000.0,28067000.0,326661000.0,-57806000.0,99346000.0,298594000.0
LOAN,4229378.0,4423325.0,5211738.0,5476171.0,193947.0,788413.0,264433.0
LOB,59543000.0,166995000.0,176208000.0,73898000.0,107452000.0,9213000.0,-102310000.0
LOCO,24474000.0,29121000.0,20801000.0,25554000.0,4647000.0,-8320000.0,4753000.0
LODE,14931970.0,-24583620.0,-45948744.0,9161821.0,-39515590.0,-21365124.0,55110565.0
LOOP,,-36344923.0,-44920956.0,-21300565.0,,-8576033.0,23620391.0
LOPE,257196000.0,260344000.0,184675000.0,204985000.0,3148000.0,-75669000.0,20310000.0
LOVE,,14727000.0,47488000.0,26488000.0,,32761000.0,-21000000.0
LOW,,5835000000.0,8442000000.0,6437000000.0,,2607000000.0,-2005000000.0
LPCN,-20964819.0,-634399.0,-10758636.0,-16352082.0,20330420.0,-10124237.0,-5593446.0
LPG,,92564653.0,71935018.0,172443930.0,,-20629635.0,100508912.0
LPLA,472640000.0,459866000.0,845702000.0,1066250000.0,-12774000.0,385836000.0,220548000.0
LPSN,-107594000.0,-124974000.0,-225747000.0,-100435000.0,-17380000.0,-100773000.0,125312000.0
LPTH,866929.0,-3185251.0,-3542181.0,-4046871.0,-4052180.0,-356930.0,-504690.0
LPX,499000000.0,1377000000.0,1086000000.0,178000000.0,878000000.0,-291000000.0,-908000000.0
LQDA,-59762769.0,-34579000.0,-41015000.0,-78502000.0,25183769.0,-6436000.0,-37487000.0
LQDT,-3774000.0,50949000.0,40324000.0,20978000.0,54723000.0,-10625000.0,-19346000.0
LRCX,2251753000.0,3908458000.0,4605286000.0,4510931000.0,1656705000.0,696828000.0,-94355000.0
LRN,24506000.0,71451000.0,107130000.0,126867000.0,46945000.0,35679000.0,19737000.0
LSBK,4558000.0,6187000.0,5708000.0,4820000.0,1629000.0,-479000.0,-888000.0
LSCC,47392000.0,95922000.0,178882000.0,259061000.0,48530000.0,82960000.0,80179000.0
LSTR,192106000.0,381524000.0,430914000.0,264394000.0,189418000.0,49390000.0,-166520000.0
LSXMA,-747000000.0,599000000.0,1292000000.0,829000000.0,1346000000.0,693000000.0,-463000000.0
LSXMK,-747000000.0,599000000.0,1292000000.0,829000000.0,1346000000.0,693000000.0,-463000000.0
LTBR,-14417266.0,-7835665.0,-7497857.0,-7908646.0,6581601.0,337808.0,-410789.0
LTC,95293000.0,55861000.0,100024000.0,89735000.0,-39432000.0,44163000.0,-10289000.0
LTRPA,-238000000.0,179000000.0,30000000.0,-285000000.0,417000000.0,-149000000.0,-315000000.0
LTRX,-10738000.0,-4044000.0,-5362000.0,-8980000.0,6694000.0,-1318000.0,-3618000.0
LULU,,588913000.0,975322000.0,854800000.0,,386409000.0,-120522000.0
LUNA,3291000.0,1382000.0,9279000.0,,-1909000.0,7897000.0,
LUV,-3074000000.0,977000000.0,539000000.0,465000000.0,4051000000.0,-438000000.0,-74000000.0
LVS,-1685000000.0,-961000000.0,1832000000.0,1221000000.0,724000000.0,2793000000.0,-611000000.0
LW,365900000.0,317800000.0,200900000.0,1008900000.0,-48100000.0,-116900000.0,808000000.0
LWAY,3232000.0,3311000.0,924000.0,11367000.0,79000.0,-2387000.0,10443000.0
LXP,183302000.0,382648000.0,113783000.0,30383000.0,199346000.0,-268865000.0,-83400000.0
LXRX,-58574000.0,-87758000.0,-101944000.0,-177119000.0,-29184000.0,-14186000.0,-75175000.0
LXU,-61911000.0,43545000.0,230347000.0,27923000.0,105456000.0,186802000.0,-202424000.0
LYB,1420000000.0,5610000000.0,3882000000.0,2114000000.0,4190000000.0,-1728000000.0,-1768000000.0
LYFT,-1752857000.0,-1062144000.0,-1584511000.0,-340320000.0,690713000.0,-522367000.0,1244191000.0
LYTS,9592000.0,5868000.0,15032000.0,25762000.0,-3724000.0,9164000.0,10730000.0
LYV,-1724535000.0,-650904000.0,295986000.0,563280000.0,1073631000.0,946890000.0,267294000.0
LZB,,106461000.0,150017000.0,150664000.0,,43556000.0,647000.0
M,,-3944000000.0,1430000000.0,1177000000.0,,5374000000.0,-253000000.0
MA,6411000000.0,8687000000.0,9930000000.0,11195000000.0,2276000000.0,1243000000.0,1265000000.0
MAA,254962000.0,533791000.0,637436000.0,552806000.0,278829000.0,103645000.0,-84630000.0
MAC,-230203000.0,14263000.0,-66068000.0,-274065000.0,244466000.0,-80331000.0,-207997000.0
MACK,-3028000.0,-2455000.0,-1544000.0,-1181000.0,573000.0,911000.0,363000.0
MAN,23800000.0,382400000.0,373800000.0,88800000.0,358600000.0,-8600000.0,-285000000.0
MANH,87240000.0,110472000.0,128959000.0,176568000.0,23232000.0,18487000.0,47609000.0
MAR,-267000000.0,1099000000.0,2358000000.0,3083000000.0,1366000000.0,1259000000.0,725000000.0
MARA,-10448000.0,-29813000.0,-694022000.0,261173000.0,-19365000.0,-664209000.0,955195000.0
MARK,-13685000.0,27472000.0,-55483000.0,-29147000.0,41157000.0,-82955000.0,26336000.0
MAS,1224000000.0,410000000.0,844000000.0,908000000.0,-814000000.0,434000000.0,64000000.0
MASI,240300000.0,229600000.0,143500000.0,81500000.0,-10700000.0,-86100000.0,-62000000.0
MAT,123579000.0,902987000.0,393913000.0,214352000.0,779408000.0,-509074000.0,-179561000.0
MATW,-87155000.0,2910000.0,-99774000.0,39291000.0,90065000.0,-102684000.0,139065000.0
MATX,193100000.0,927400000.0,1063900000.0,297100000.0,734300000.0,136500000.0,-766800000.0
MAYS,-906005.0,398032.0,-712371.0,-82964.0,1304037.0,-1110403.0,629407.0
MBCN,8349000.0,18633000.0,15673000.0,17368000.0,10284000.0,-2960000.0,1695000.0
MBI,-578000000.0,-445000000.0,-203000000.0,-487000000.0,133000000.0,242000000.0,-284000000.0
MBIN,180533000.0,227104000.0,219721000.0,279234000.0,46571000.0,-7383000.0,59513000.0
MBIO,-60015000.0,-66370000.0,-77525000.0,-51602000.0,-6355000.0,-11155000.0,25923000.0
MBOT,-9169000.0,-11313000.0,-13168000.0,-10740000.0,-2144000.0,-1855000.0,2428000.0
MBUU,61562000.0,109841000.0,157632000.0,104513000.0,48279000.0,47791000.0,-53119000.0
MBWM,44138000.0,59021000.0,61063000.0,82217000.0,14883000.0,2042000.0,21154000.0
MC,178831000.0,365213000.0,150345000.0,-24700000.0,186382000.0,-214868000.0,-175045000.0
MCB,39466000.0,60555000.0,59425000.0,77268000.0,21089000.0,-1130000.0,17843000.0
MCBC,30165000.0,29014000.0,34731000.0,43224000.0,-1151000.0,5717000.0,8493000.0
MCD,4730500000.0,7545200000.0,6177400000.0,8468800000.0,2814700000.0,-1367800000.0,2291400000.0
MCFT,-24047000.0,56170000.0,58214000.0,68937000.0,80217000.0,2044000.0,10723000.0
MCHP,,349400000.0,1285500000.0,2237700000.0,,936100000.0,952200000.0
MCHX,-38446000.0,-4390000.0,-8245000.0,-9910000.0,34056000.0,-3855000.0,-1665000.0
MCK,,-4539000000.0,1114000000.0,3560000000.0,,5653000000.0,2446000000.0
MCO,1778000000.0,2214000000.0,1374000000.0,0.0,436000000.0,-840000000.0,-1374000000.0
MCRB,-89127000.0,-65578000.0,-250157000.0,-113724000.0,23549000.0,-184579000.0,136433000.0
MCRI,23678000.0,68488000.0,87479000.0,82448000.0,44810000.0,18991000.0,-5031000.0
MCS,-124843000.0,-43293000.0,-11972000.0,14794000.0,81550000.0,31321000.0,26766000.0
MCY,374607000.0,247937000.0,-512672000.0,96336000.0,-126670000.0,-760609000.0,609008000.0
MD,-796488000.0,130964000.0,66335000.0,-60408000.0,927452000.0,-64629000.0,-126743000.0
MDB,,-266944000.0,-306866000.0,-345398000.0,,-39922000.0,-38532000.0
MDC,367582000.0,573657000.0,562139000.0,401005000.0,206075000.0,-11518000.0,-161134000.0
MDGL,-202244000.0,-241846000.0,-295350000.0,-373630000.0,-39602000.0,-53504000.0,-78280000.0
MDLZ,3555000000.0,4300000000.0,2717000000.0,4959000000.0,745000000.0,-1583000000.0,2242000000.0
MDRX,700407000.0,134438000.0,,,-565969000.0,,
MDT,,3606000000.0,5039000000.0,3758000000.0,,1433000000.0,-1281000000.0
MDU,390205000.0,378131000.0,367489000.0,414707000.0,-12074000.0,-10642000.0,47218000.0
MED,102859000.0,164031000.0,143568000.0,99415000.0,61172000.0,-20463000.0,-44153000.0
MEDP,145384000.0,181848000.0,245368000.0,282810000.0,36464000.0,63520000.0,37442000.0
MEI,,122300000.0,102200000.0,77100000.0,,-20100000.0,-25100000.0
MEIP,-47173000.0,-41314000.0,-54454000.0,-31838000.0,5859000.0,-13140000.0,22616000.0
MERC,-17235000.0,170988000.0,247039000.0,-242056000.0,188223000.0,76051000.0,-489095000.0
MESA,27464000.0,16588000.0,-182678000.0,-120116000.0,-10876000.0,-199266000.0,62562000.0
MET,5407000000.0,6855000000.0,5284000000.0,1578000000.0,1448000000.0,-1571000000.0,-3706000000.0
MFA,-679390000.0,328870000.0,-231581000.0,80164000.0,1008260000.0,-560451000.0,311745000.0
MG,-99461000.0,3860000.0,6499000.0,-17453000.0,103321000.0,2639000.0,-23952000.0
MGEE,92418000.0,105761000.0,110952000.0,117699000.0,13343000.0,5191000.0,6747000.0
MGM,-1032724000.0,1254370000.0,1473093000.0,1142180000.0,2287094000.0,218723000.0,-330913000.0
MGNX,-129739000.0,-202115000.0,-119758000.0,-9058000.0,-72376000.0,82357000.0,110700000.0
MGPI,40345000.0,91307000.0,109462000.0,107475000.0,50962000.0,18155000.0,-1987000.0
MGRC,101984000.0,89705000.0,115138000.0,174621000.0,-12279000.0,25433000.0,59483000.0
MGY,-1208390000.0,417282000.0,893837000.0,388301000.0,1625672000.0,476555000.0,-505536000.0
MGYR,2190000.0,6120000.0,7919000.0,7709000.0,3930000.0,1799000.0,-210000.0
MHH,9861000.0,12221000.0,8712000.0,-7138000.0,2360000.0,-3509000.0,-15850000.0
MHK,515595000.0,1033159000.0,25247000.0,-439516000.0,517564000.0,-1007912000.0,-464763000.0
MHLD,41762000.0,26645000.0,-60041000.0,-38569000.0,-15117000.0,-86686000.0,21472000.0
MHO,239874000.0,396868000.0,490662000.0,465365000.0,156994000.0,93794000.0,-25297000.0
MIDD,207294000.0,488492000.0,436569000.0,400882000.0,281198000.0,-51923000.0,-35687000.0
MIND,,-20306000.0,-15085000.0,-8832000.0,,5221000.0,6253000.0
MITK,7814000.0,7978000.0,3694000.0,8027000.0,164000.0,-4284000.0,4333000.0
MITT,-420919000.0,104186000.0,-53100000.0,53784000.0,525105000.0,-157286000.0,106884000.0
MKC,747400000.0,755300000.0,682000000.0,680600000.0,7900000.0,-73300000.0,-1400000.0
MKL,816030000.0,2423135000.0,-216277000.0,1996060000.0,1607105000.0,-2639412000.0,2212337000.0
MKSI,350000000.0,551000000.0,333000000.0,-1841000000.0,201000000.0,-218000000.0,-2174000000.0
MKTX,299377000.0,257888000.0,250224000.0,258055000.0,-41489000.0,-7664000.0,7831000.0
MLAB,,3274000.0,1871000.0,930000.0,,-1403000.0,-941000.0
MLI,139493000.0,468520000.0,658316000.0,602897000.0,329027000.0,189796000.0,-55419000.0
MLM,721000000.0,702500000.0,866800000.0,1168900000.0,-18500000.0,164300000.0,302100000.0
MLP,-2604000.0,-3420000.0,1787000.0,-3080000.0,-816000.0,5207000.0,-4867000.0
MLR,29830000.0,16255000.0,20346000.0,58291000.0,-13575000.0,4091000.0,37945000.0
MLSS,-7337273.0,-6818317.0,-8706131.0,-6929104.0,518956.0,-1887814.0,1777027.0
MMC,2016000000.0,3143000000.0,3050000000.0,3756000000.0,1127000000.0,-93000000.0,706000000.0
MMI,42838000.0,142470000.0,104225000.0,-34035000.0,99632000.0,-38245000.0,-138260000.0
MMM,5449000000.0,5921000000.0,5777000000.0,-6995000000.0,472000000.0,-144000000.0,-12772000000.0
MMS,214509000.0,291200000.0,203828000.0,161792000.0,76691000.0,-87372000.0,-42036000.0
MMSI,-9843000.0,48454000.0,74516000.0,94411000.0,58297000.0,26062000.0,19895000.0
MNKD,-57240000.0,-80926000.0,-87400000.0,-11938000.0,-23686000.0,-6474000.0,75462000.0
MNOV,-13853897.0,-10134252.0,-14069083.0,-8571516.0,3719645.0,-3934831.0,5497567.0
MNR,,138374000.0,516841000.0,137036000.0,,378467000.0,-379805000.0
MNRO,,34319000.0,61568000.0,39048000.0,,27249000.0,-22520000.0
MNST,1409594000.0,1377475000.0,1191624000.0,1630988000.0,-32119000.0,-185851000.0,439364000.0
MNTX,-13610000.0,-4573000.0,-4901000.0,7356000.0,9037000.0,-328000.0,12257000.0
MO,4467000000.0,2475000000.0,5764000000.0,8130000000.0,-1992000000.0,3289000000.0,2366000000.0
MOD,,-210700000.0,85200000.0,153100000.0,,295900000.0,67900000.0
MODN,-13664000.0,-29737000.0,-28635000.0,-33922000.0,-16073000.0,1102000.0,-5287000.0
MOFG,6623000.0,69486000.0,60835000.0,20859000.0,62863000.0,-8651000.0,-39976000.0
MOH,673000000.0,659000000.0,792000000.0,1091000000.0,-14000000.0,133000000.0,299000000.0
MORN,223600000.0,193300000.0,70500000.0,141100000.0,-30300000.0,-122800000.0,70600000.0
MOS,666100000.0,1630600000.0,3582800000.0,1164900000.0,964500000.0,1952200000.0,-2417900000.0
MOTS,-19257000.0,-19033000.0,-18597000.0,-12867000.0,224000.0,436000.0,5730000.0
MOV,,-111518000.0,91599000.0,94528000.0,,203117000.0,2929000.0
MPAA,,21476000.0,7361000.0,-4207000.0,,-14115000.0,-11568000.0
MPB,26209000.0,29319000.0,54806000.0,37397000.0,3110000.0,25487000.0,-17409000.0
MPC,-9826000000.0,9738000000.0,14516000000.0,9681000000.0,19564000000.0,4778000000.0,-4835000000.0
MPW,431450000.0,656021000.0,902597000.0,-556476000.0,224571000.0,246576000.0,-1459073000.0
MPWR,164375000.0,242023000.0,437672000.0,427374000.0,77648000.0,195649000.0,-10298000.0
MPX,19444000.0,29026000.0,40347000.0,41695000.0,9582000.0,11321000.0,1348000.0
MRAM,-8512000.0,4343000.0,6129000.0,9052000.0,12855000.0,1786000.0,2923000.0
MRC,-274000000.0,-14000000.0,75000000.0,114000000.0,260000000.0,89000000.0,39000000.0
MRCY,85712000.0,62044000.0,11275000.0,-28335000.0,-23668000.0,-50769000.0,-39610000.0
MRIN,-14051000.0,-12944000.0,-18227000.0,-21917000.0,1107000.0,-5283000.0,-3690000.0
MRK,7067000000.0,13049000000.0,14519000000.0,365000000.0,5982000000.0,1470000000.0,-14154000000.0
MRKR,-28706070.0,-41878871.0,-29930694.0,-8236814.0,-13172801.0,11948177.0,21693880.0
MRNS,-67475000.0,-98776000.0,-19816000.0,-141405000.0,-31301000.0,78960000.0,-121589000.0
MRO,-1451000000.0,946000000.0,3612000000.0,1554000000.0,2397000000.0,2666000000.0,-2058000000.0
MRSN,-88045000.0,-170060000.0,-204212000.0,-171670000.0,-82015000.0,-34152000.0,32542000.0
MRTN,69500000.0,85428000.0,110354000.0,70373000.0,15928000.0,24926000.0,-39981000.0
MRVL,,-277300000.0,-421000000.0,-163500000.0,,-143700000.0,257500000.0
MS,10996000000.0,15034000000.0,11029000000.0,9087000000.0,4038000000.0,-4005000000.0,-1942000000.0
MSA,124077000.0,21340000.0,179630000.0,58583000.0,-102737000.0,158290000.0,-121047000.0
MSBI,22537000.0,81317000.0,99025000.0,75460000.0,58780000.0,17708000.0,-23565000.0
MSCI,601822000.0,725983000.0,870573000.0,1148592000.0,124161000.0,144590000.0,278019000.0
MSEX,38425000.0,36543000.0,42429000.0,31524000.0,-1882000.0,5886000.0,-10905000.0
MSFT,44281000000.0,61271000000.0,72738000000.0,72361000000.0,16990000000.0,11467000000.0,-377000000.0
MSI,949000000.0,1245000000.0,1363000000.0,1709000000.0,296000000.0,118000000.0,346000000.0
MSM,251117000.0,216907000.0,339786000.0,343233000.0,-34210000.0,122879000.0,3447000.0
MSN,,-3976000.0,-3626000.0,-1360000.0,,350000.0,2266000.0
MSTR,-7524000.0,-535480000.0,-1469797000.0,429121000.0,-527956000.0,-934317000.0,1898918000.0
MTB,1353152000.0,1859000000.0,1992000000.0,2741000000.0,505848000.0,133000000.0,749000000.0
MTCH,162329000.0,277723000.0,361946000.0,651539000.0,115394000.0,84223000.0,289593000.0
MTD,602739000.0,768985000.0,872502000.0,788778000.0,166246000.0,103517000.0,-83724000.0
MTDR,-593205000.0,584968000.0,1214206000.0,846074000.0,1178173000.0,629238000.0,-368132000.0
MTEM,-104916000.0,-83009000.0,-92718000.0,-8124000.0,21907000.0,-9709000.0,84594000.0
MTEX,6261000.0,9842000.0,-4490000.0,-2239000.0,3581000.0,-14332000.0,2251000.0
MTG,446093000.0,634983000.0,865349000.0,712949000.0,188890000.0,230366000.0,-152400000.0
MTH,423475000.0,737444000.0,992192000.0,738748000.0,313969000.0,254748000.0,-253444000.0
MTN,98833000.0,127850000.0,347923000.0,268148000.0,29017000.0,220073000.0,-79775000.0
MTNB,-22446838.0,-23283000.0,-20997000.0,-22942000.0,-836162.0,2286000.0,-1945000.0
MTRN,15462000.0,72474000.0,85990000.0,95702000.0,57012000.0,13516000.0,9712000.0
MTRX,-33074000.0,-31224000.0,-63900000.0,-52361000.0,1850000.0,-32676000.0,11539000.0
MTSI,-46078000.0,37973000.0,439955000.0,91577000.0,84051000.0,401982000.0,-348378000.0
MTW,-19100000.0,11000000.0,-123600000.0,39200000.0,30100000.0,-134600000.0,162800000.0
MTX,112400000.0,164400000.0,122200000.0,84100000.0,52000000.0,-42200000.0,-38100000.0
MTZ,322848000.0,328831000.0,33354000.0,-49949000.0,5983000.0,-295477000.0,-83303000.0
MU,2687000000.0,5861000000.0,8687000000.0,-5833000000.0,3174000000.0,2826000000.0,-14520000000.0
MUR,-1148777000.0,-73664000.0,965047000.0,661559000.0,1075113000.0,1038711000.0,-303488000.0
MUSA,386100000.0,396900000.0,672900000.0,556800000.0,10800000.0,276000000.0,-116100000.0
MUX,-152325000.0,-56712000.0,-81075000.0,55299000.0,95613000.0,-24363000.0,136374000.0
MVBF,37411000.0,39121000.0,15047000.0,31232000.0,1710000.0,-24074000.0,16185000.0
MVIS,-13634000.0,-43200000.0,-53091000.0,-82842000.0,-29566000.0,-9891000.0,-29751000.0
MWA,72000000.0,70400000.0,76600000.0,85500000.0,-1600000.0,6200000.0,8900000.0
MXL,-98593000.0,41969000.0,125040000.0,-73147000.0,140562000.0,83071000.0,-198187000.0
MYE,36769000.0,33538000.0,60267000.0,48867000.0,-3231000.0,26729000.0,-11400000.0
MYGN,-199500000.0,-27200000.0,-112000000.0,-263300000.0,172300000.0,-84800000.0,-151300000.0
MYRG,58759000.0,85010000.0,83381000.0,90990000.0,26251000.0,-1629000.0,7609000.0
NAII,-1645000.0,10768000.0,10712000.0,2522000.0,12413000.0,-56000.0,-8190000.0
NATH,,11075000.0,13596000.0,19623000.0,,2521000.0,6027000.0
NATR,21337000.0,28853000.0,-390000.0,15076000.0,7516000.0,-29243000.0,15466000.0
NAVB,-10721691.0,-11730927.0,-15177153.0,,-1009236.0,-3446226.0,
NAVI,412000000.0,717000000.0,645000000.0,228000000.0,305000000.0,-72000000.0,-417000000.0
NBHC,88591000.0,93606000.0,71274000.0,142048000.0,5015000.0,-22332000.0,70774000.0
NBIX,407300000.0,89600000.0,154500000.0,249700000.0,-317700000.0,64900000.0,95200000.0
NBN,22737000.0,71503000.0,42163000.0,44187000.0,48766000.0,-29340000.0,2024000.0
NBR,-805641000.0,-569272000.0,-350261000.0,-11784000.0,236369000.0,219011000.0,338477000.0
NBTB,104388000.0,154885000.0,151995000.0,118782000.0,50497000.0,-2890000.0,-33213000.0
NBY,-11039000.0,-5824000.0,-10608000.0,-9640000.0,5215000.0,-4784000.0,968000.0
NC,14793000.0,48125000.0,74158000.0,-39587000.0,33332000.0,26033000.0,-113745000.0
NCLH,-4012514000.0,-4506587000.0,-2269909000.0,166178000.0,-494073000.0,2236678000.0,2436087000.0
NCMI,-65400000.0,-48700000.0,-28700000.0,705200000.0,16700000.0,20000000.0,733900000.0
NCSM,-57599000.0,-4734000.0,-1102000.0,-3153000.0,52865000.0,3632000.0,-2051000.0
NDAQ,933000000.0,1187000000.0,1125000000.0,1059000000.0,254000000.0,-62000000.0,-66000000.0
NDLS,-23259000.0,3665000.0,-3314000.0,-9856000.0,26924000.0,-6979000.0,-6542000.0
NDSN,249539000.0,454368000.0,513103000.0,487493000.0,204829000.0,58735000.0,-25610000.0
NE,-3978459000.0,,168948000.0,481902000.0,,,312954000.0
NEE,2919000000.0,3573000000.0,4147000000.0,7310000000.0,654000000.0,574000000.0,3163000000.0
NEM,2829000000.0,1166000000.0,-429000000.0,-2494000000.0,-1663000000.0,-1595000000.0,-2065000000.0
NEO,4172000.0,-8347000.0,-144250000.0,-87968000.0,-12519000.0,-135903000.0,56282000.0
NEOG,59475000.0,60882000.0,48307000.0,-22870000.0,1407000.0,-12575000.0,-71177000.0
NEON,-5605000.0,-6450000.0,-4883000.0,-10123000.0,-845000.0,1567000.0,-5240000.0
NERV,1940771.0,-49905952.0,-32108676.0,-30005353.0,-51846723.0,17797276.0,2103323.0
NEU,270568000.0,190908000.0,279538000.0,388864000.0,-79660000.0,88630000.0,109326000.0
NFBK,36988000.0,70654000.0,61119000.0,37669000.0,33666000.0,-9535000.0,-23450000.0
NFG,-123772000.0,363647000.0,566021000.0,476866000.0,487419000.0,202374000.0,-89155000.0
NFLX,2761395000.0,5116228000.0,4491924000.0,5407990000.0,2354833000.0,-624304000.0,916066000.0
NGS,1808000.0,-9183000.0,-569000.0,4747000.0,-10991000.0,8614000.0,5316000.0
NGVC,20009000.0,20581000.0,21365000.0,23243000.0,572000.0,784000.0,1878000.0
NGVT,181400000.0,118100000.0,211600000.0,-5400000.0,-63300000.0,93500000.0,-217000000.0
NHC,41871000.0,138590000.0,22445000.0,66798000.0,96719000.0,-116145000.0,44353000.0
NHI,185126000.0,111804000.0,66403000.0,135654000.0,-73322000.0,-45401000.0,69251000.0
NHTC,843000.0,1085000.0,313000.0,568000.0,242000.0,-772000.0,255000.0
NI,-17600000.0,584900000.0,804100000.0,714300000.0,602500000.0,219200000.0,-89800000.0
NICK,,8351000.0,2998000.0,-34119000.0,,-5353000.0,-37117000.0
NINE,-378948000.0,-64575000.0,14393000.0,-32213000.0,314373000.0,78968000.0,-46606000.0
NJR,163007000.0,117890000.0,274922000.0,264724000.0,-45117000.0,157032000.0,-10198000.0
NKE,2539000000.0,5727000000.0,6046000000.0,5070000000.0,3188000000.0,319000000.0,-976000000.0
